gene	20191001_sample_1_S1	20191001_sample_2_S3	20191001_sample_3_S5	20191001_sample_4_S7	20191001_sample_5_S9	20191001_sample_6_S11	20191003_sample_2_S13	20191003_sample_3_S15	20191003_sample_4_S17	20191003_sample_5_S19	20191003_sample_6_S21	20191010_sample_1_S2	20191010_sample_2_S4	20191010_sample_3_S6	20191010_sample_4_S8	20191010_sample_6_S10	20191010_sample_7_S12	20191028_sample_1_S14	20191028_sample_2_S16	20191028_sample_3_S18	20191028_sample_4_S20	20191028_sample_5_S22	20191030_sample_2_S24	20191030_sample_3_S26	20191030_sample_4_S28	20191030_sample_5_S30	20191101_sample_1_S32	20191101_sample_2_S34	20191101_sample_3_S36	20191101_sample_4_S38	20191101_sample_5_S40	20191101_sample_6_S23	20191104_sample_1_S25	20191104_sample_2_S27	20191104_sample_3_S29	20191104_sample_4_S31	20191105_sample_1_S33	20191105_sample_2_S35	20191105_sample_3_S37	20191105_sample_4_S39	20191105_sample_5_S41	20191106_sample_2_S42	20191106_sample_3_S44	20191106_sample_5_S46	20191107_sample_1_S48	20191107_sample_2_S50	20191107_sample_3_S52	20191107_sample_4_S54	20191108_sample_1_S56	20191108_sample_4_S58	20191108_sample_5_S60	20191114_sample_1_S43	20191114_sample_2_S45	20191114_sample_3_S47	20191114_sample_4_S49	20191114_sample_5_S51	20191114_sample_7_S53	20191114_sample_8_S55	20191114_sample_9_S57	BLANK_1_S59	BLANK_2_S61	BLANK_3_S62	Undetermined_S0
Kank4os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach2	0	80	369	0	0	1	0	0	1	0	0	0	0	0	2	371	0	0	0	0	0	3	0	174	0	989	2	0	71	841	0	0	0	0	0	569	0	0	0	0	7	1398	0	77	0	0	273	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	215
Skint8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnma5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b3	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem248	16	0	0	1333	112	113	0	6	369	0	175	81	1046	667	486	2579	327	0	0	1	0	0	0	67	0	2	1385	0	32	53	2	0	0	0	0	0	0	145	9592	142	45	0	0	0	0	1493	1102	0	486	0	1029	2	0	6	0	0	0	64	4	0	0	0	689
Hmga2-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptf1aos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6ap2	9554	0	2013	3923	2888	5369	2	5252	738	22115	7191	41	18862	12052	5059	15899	3990	4490	3	2	0	2734	1482	5933	1	3482	6313	2685	1776	6498	1336	4441	7702	0	6	6347	1142	1291	6658	4023	8403	3702	751	1380	861	1308	7678	0	2981	1650	413	3976	13	0	1591	1457	598	526	3917	1	1	1	6505
Apln	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	0	75	0	0	0	0	0	0	0	0	31
Chchd4	0	0	0	0	919	1	0	0	0	1076	0	0	952	746	0	0	39	0	0	3	0	7	0	0	1014	0	1606	0	155	0	920	0	608	0	0	207	2	0	0	0	192	2088	0	528	8	329	0	0	0	0	0	0	0	0	0	0	964	0	0	0	0	0	382
Itfg2	0	0	54	57	0	501	0	0	0	394	546	0	1008	0	514	0	3	7	0	596	0	0	0	346	0	0	0	0	0	711	0	972	0	0	0	0	0	0	0	0	205	0	15	0	0	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	167
Camk1	0	647	0	445	416	0	0	839	9	4086	466	37	3957	1091	65	1169	7	521	0	2	0	1	2	5	0	171	1894	0	28	13	0	0	413	0	0	0	0	1	0	673	137	0	476	1777	610	917	1053	0	0	638	93	0	0	0	578	0	2	435	0	0	0	0	655
Rbm28	251	0	0	41	0	1000	0	61	19	330	9	802	2032	577	62	628	805	2	0	15	0	0	1	846	0	88	2749	0	0	0	1194	5	0	1	0	3305	126	1631	17	1191	104	8	154	0	0	0	1701	6	0	0	494	870	0	581	0	1	2199	1741	0	0	0	0	814
Snx21	0	0	43	384	0	0	0	0	0	101	0	496	672	56	0	1	62	0	0	0	0	0	0	0	0	0	1	0	1	478	0	452	0	0	0	0	0	99	0	2	95	0	20	0	0	83	236	0	0	0	42	319	0	0	0	0	481	0	0	0	0	0	137
4930503E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgdr2	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	7
Dmwd	0	0	0	0	75	88	0	0	767	434	188	0	9	42	1	0	71	0	0	68	0	0	0	0	0	0	0	879	92	0	0	783	0	0	0	0	0	0	0	0	61	61	0	0	0	513	0	1	0	0	0	1	0	178	0	0	0	0	0	0	0	0	166
Tnk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2300009A05Rik	0	0	0	0	0	0	59	0	0	149	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	126	0	0	0	0	0	0	0	51	0	0	6	0	0	0	0	7
Ift172	81	0	1045	1	592	0	0	804	779	319	724	0	2389	622	376	2	1101	0	0	10	0	0	3	0	0	0	64	1	2	0	2	2243	1	0	0	1592	0	0	1318	1033	8	0	982	1	0	0	0	258	0	18	201	0	0	43	0	0	0	0	0	0	0	0	496
Clic3	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	87	0	0	0	0	0	1	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	65	0	0	0	136	0	0	0	0	0	112	0	0	0	0	21
Prss56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyzl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd6b	2513	0	220	0	458	0	0	1150	280	571	151	1160	1514	1298	738	2077	337	12	0	4249	0	0	602	957	0	0	509	1355	143	2255	2	0	0	0	1	1397	5	2	2865	3451	62	1	390	0	0	6	529	691	41	0	193	618	0	445	150	1	1150	482	0	1	0	0	1285
Slc29a4	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Hpdl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr78	323	302	1	193	0	0	3	1050	0	327	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	67	1029	0	0	119	0	0	0	0	110
Zfp280b	0	0	128	0	3	0	0	270	0	0	491	0	169	575	1	1423	0	0	0	1502	0	0	0	958	0	6	699	0	0	0	1986	0	620	0	0	0	0	0	0	0	223	79	0	0	0	2425	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324
Nme5	0	0	0	0	0	0	0	129	0	0	0	124	0	117	164	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	9	0	0	0	0	0	48	0	0	0	0	0	0	0	0	81
Vmn2r29	159	0	1	0	0	0	0	2	0	0	5	0	0	495	0	0	0	0	0	0	0	0	0	3	0	664	0	0	0	0	0	0	0	0	0	0	0	0	147	0	9	0	0	101	0	0	128	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	58
Sco1	0	0	0	4	0	0	0	0	0	220	0	1	1	18	0	0	0	0	0	1	0	1	0	0	0	0	594	58	3	1016	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	112
Lbx2	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ott	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2l3	0	0	464	0	0	135	0	3	0	165	1	1195	269	203	0	1560	367	0	0	0	0	0	0	1	0	0	2670	20	285	1	2175	2	0	1	0	1	0	0	0	0	241	0	0	523	0	2	127	134	1261	248	1	0	4	0	18	0	78	0	0	0	0	0	310
Hc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf5	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1446	0	0	0	55
2310001K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgs1	0	0	0	0	0	0	391	0	0	1330	14	0	398	1951	0	0	384	280	0	0	0	0	0	3	17	0	976	845	192	225	156	502	16	0	0	797	3	965	1514	0	280	0	0	1024	0	0	1396	0	0	0	0	0	0	192	0	0	588	0	1802	0	0	0	456
Olfr731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933416M06Rik	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr692	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Olfr633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mospd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ttc30a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5730522E02Rik	162	0	0	0	0	9	0	0	0	391	0	0	6	0	0	0	103	19	0	0	0	0	0	1621	2	0	470	370	0	531	0	157	0	0	0	0	0	0	2	0	0	0	0	634	0	0	0	1	0	0	0	68	0	500	0	0	0	0	0	0	0	0	145
Mpp7	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Gm21708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1966	0	0	4	36	5	0	0	21	0	5	0	0	37	1	2	13	0	0	0	0	0	0	0	0	0	0	11	31	0	6	0	4	3	0	0	0	0	0	0	112	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	4	0	0	0	9
Mir219c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D030028A08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	0	442	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
Nkx2-2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnl3	29	0	0	715	0	1884	1	782	440	504	41	609	962	1829	3	1290	832	375	0	1153	0	0	0	1	0	473	1451	603	193	4235	36	32	0	0	0	0	1	0	34	0	86	0	127	0	0	2119	0	10	50	1	164	2	0	99	11	0	708	0	0	0	0	0	575
Mir3965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem44	0	0	578	811	133	336	0	353	0	642	0	18	1859	0	0	3615	128	0	0	2294	0	0	0	3	0	2039	1	5	0	0	0	0	0	0	0	0	0	0	0	4013	581	1	0	0	0	0	427	0	0	0	0	0	0	0	733	2	0	1	0	0	0	0	625
A230070E04Rik	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	208	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	131	21	0	3	0	0	0	0	6	0	0	0	114	0	0	0	0	19
Mkln1	1314	0	791	1	565	0	0	0	293	254	441	7	2	566	56	7	58	5	0	1	0	0	1	197	0	4	55	172	0	0	0	230	0	1	0	0	0	7	0	0	71	0	1204	0	0	346	0	4	0	32	0	0	0	124	0	0	0	0	0	0	0	0	201
Abcc5	1519	0	456	615	1231	235	0	7	139	1004	600	73	2019	555	185	2434	559	0	0	312	0	0	0	837	0	424	1526	67	390	2440	2	899	0	0	0	376	3	154	3164	372	462	0	516	0	0	418	467	71	0	0	92	2798	0	226	192	0	1904	280	0	0	0	0	862
Akap5	14	0	4	1008	4	97	0	217	0	3693	0	0	3752	1272	0	0	0	204	1	0	1	7	0	35	0	1698	1457	872	0	0	1096	844	0	0	0	0	4	1	949	0	405	3054	4	12	0	127	1053	156	0	149	355	0	0	4	24	0	938	19	0	0	0	1	715
Bub1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap300	0	0	196	0	0	0	0	0	0	281	0	425	936	952	0	0	0	692	0	0	0	0	2	23	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	379	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109
4930488L21Rik	0	0	0	6	0	0	0	7	176	0	0	133	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	170	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	18
A930012L18Rik	0	0	0	0	0	2	0	72	0	0	0	0	0	0	0	586	506	0	0	15	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	438	0	0	0	0	0	46
Bach2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr5l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vtcn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Glipr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Lca5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	165	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4496	0	0	0	382	0	0	0	1317	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	163
Eef2kmt	0	0	0	0	3	0	0	0	0	3	0	0	0	44	0	0	0	0	0	9	0	0	0	3	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	0	0	5	0	2	0	1	0	0	0	1	0	0	0	0	26
Prrc1	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	73	0	265	0	1526	700	0	0	0	0	0	13	0	0	972	0	0	0	0	0	0	0	0	41	3	0	288	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	150
Ube2s	0	0	0	49	0	0	0	0	0	13	19	0	0	5	0	14	0	6	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	4
Adgrf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Memo1	636	0	1	193	0	0	0	0	0	2584	108	8	1910	0	0	0	0	0	0	38	0	0	119	0	0	12	927	0	0	5	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	29	13	0	0	0	0	0	0	0	0	10	144	0	0	0	0	183
Gm29683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
